id,recordedBy,individualCount,sex,lifeStage,samplingProtocol,samplingEffort,eventDate,eventTime,habitat,eventRemarks,locationID,continent,waterBody,locality,minimumElevationInMeters,maximumElevationInMeters,verbatimCoordinates,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,identifiedBy,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank,scientificNameAuthorship,vernacularName
CON-P1:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Punto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-P1,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 30.59"" N |74° 5' 36.07"" W","4° 45' 30.59""  N","74° 5' 36.07"" W",4.758497961,-74.09335398,WGS84,3,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Falco columbarius,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,columbarius,Especie,"Linnaeus, 1758",Esmerejón
CON-P1:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Punto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-P1,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 30.59"" N |74° 5' 36.07"" W","4° 45' 30.59""  N","74° 5' 36.07"" W",4.758497961,-74.09335398,WGS84,3,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Molothrus bonariensis,Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus,bonariensis,Especie,"Gmelin, 1789",Chamón Común
CON-P1:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,3,Indeterminado,Indeterminado,Punto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-P1,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 30.59"" N |74° 5' 36.07"" W","4° 45' 30.59""  N","74° 5' 36.07"" W",4.758497961,-74.09335398,WGS84,3,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Turdus fuscater,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,fuscater,Especie,"Orbigny & Lafresnaye, 1837",Mirla Patinaranja
CON-P1:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Punto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-P1,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 30.59"" N |74° 5' 36.07"" W","4° 45' 30.59""  N","74° 5' 36.07"" W",4.758497961,-74.09335398,WGS84,3,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Turdus fuscater,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,fuscater,Especie,"Orbigny & Lafresnaye, 1837",Mirla Patinaranja
CON-P1:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Punto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-P1,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 30.59"" N |74° 5' 36.07"" W","4° 45' 30.59""  N","74° 5' 36.07"" W",4.758497961,-74.09335398,WGS84,3,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Colibri coruscans,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Colibri,coruscans,Especie,"Gould, 1846",Colibrí Chillón
CON-P1:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Punto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-P1,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 30.59"" N |74° 5' 36.07"" W","4° 45' 30.59""  N","74° 5' 36.07"" W",4.758497961,-74.09335398,WGS84,3,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Thraupis episcopus,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Thraupis,episcopus,Especie,"Linnaeus, 1766",Azulejo Común
CON-P1:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,8,Indeterminado,Indeterminado,Punto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-P1,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 30.59"" N |74° 5' 36.07"" W","4° 45' 30.59""  N","74° 5' 36.07"" W",4.758497961,-74.09335398,WGS84,3,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Coragyps atratus,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Coragyps,atratus,Especie,"Bechstein, 1793",Gallinazo Negro
CON-P1:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Punto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-P1,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 30.59"" N |74° 5' 36.07"" W","4° 45' 30.59""  N","74° 5' 36.07"" W",4.758497961,-74.09335398,WGS84,3,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Orochelidon murina,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Orochelidon,murina,Especie,"Cassin, 1853",Golondrina Plomiza
CON-P1:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Punto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-P1,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 30.59"" N |74° 5' 36.07"" W","4° 45' 30.59""  N","74° 5' 36.07"" W",4.758497961,-74.09335398,WGS84,3,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Zonotrichia capensis,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Zonotrichia,capensis,Especie,"P. L. Statius Müller, 1776",Gorrión Copetón
CON-P1:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Punto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-P1,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 30.59"" N |74° 5' 36.07"" W","4° 45' 30.59""  N","74° 5' 36.07"" W",4.758497961,-74.09335398,WGS84,3,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Vanellus chilensis,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,chilensis,Especie,"Molina, 1782",Pellar Teru-teru
CON-T1:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Transecto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-T1,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 30.59"" N |74° 5' 36.07"" W","4° 45' 30.59""  N","74° 5' 36.07"" W",4.75883115961,-74.09418835984,WGS84,99.62554893000,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Troglodytes aedon,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,aedon,Especie,"Vieillot, 1809",Cucarachero Común
CON-T1:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Transecto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-T1,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 30.59"" N |74° 5' 36.07"" W","4° 45' 30.59""  N","74° 5' 36.07"" W",4.75883115961,-74.09418835984,WGS84,99.62554893000,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Orochelidon murina,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Orochelidon,murina,Especie,"Cassin, 1853",Golondrina Plomiza
CON-T1:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Transecto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-T1,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 30.59"" N |74° 5' 36.07"" W","4° 45' 30.59""  N","74° 5' 36.07"" W",4.75883115961,-74.09418835984,WGS84,99.62554893000,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Zonotrichia capensis,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Zonotrichia,capensis,Especie,"P. L. Statius Müller, 1776",Gorrión Copetón
CON-T1:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Transecto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-T1,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 30.59"" N |74° 5' 36.07"" W","4° 45' 30.59""  N","74° 5' 36.07"" W",4.75883115961,-74.09418835984,WGS84,99.62554893000,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Molothrus bonariensis,Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus,bonariensis,Especie,"Gmelin, 1789",Chamón Común
CON-T1:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Transecto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-T1,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 30.59"" N |74° 5' 36.07"" W","4° 45' 30.59""  N","74° 5' 36.07"" W",4.75883115961,-74.09418835984,WGS84,99.62554893000,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Gallinula galeata,Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,galeata,Especie,,Polla Gris
CON-T1:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Transecto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-T1,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 30.59"" N |74° 5' 36.07"" W","4° 45' 30.59""  N","74° 5' 36.07"" W",4.75883115961,-74.09418835984,WGS84,99.62554893000,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Spinus spinescens,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,spinescens,Especie,"Bonaparte, 1850",Jilguero Andino
CON-T1:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Transecto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-T1,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 30.59"" N |74° 5' 36.07"" W","4° 45' 30.59""  N","74° 5' 36.07"" W",4.75883115961,-74.09418835984,WGS84,99.62554893000,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Spinus spinescens,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,spinescens,Especie,"Bonaparte, 1850",Jilguero Andino
CON-T1:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Transecto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-T1,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 30.59"" N |74° 5' 36.07"" W","4° 45' 30.59""  N","74° 5' 36.07"" W",4.75883115961,-74.09418835984,WGS84,99.62554893000,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Zenaida auriculata,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,auriculata,Especie,"Des Murs, 1847",Torcaza Naguiblanca
CON-T1:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Transecto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-T1,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 30.59"" N |74° 5' 36.07"" W","4° 45' 30.59""  N","74° 5' 36.07"" W",4.75883115961,-74.09418835984,WGS84,99.62554893000,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Turdus fuscater,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,fuscater,Especie,"Orbigny & Lafresnaye, 1837",Mirla Patinaranja
CON-T1:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,3,Indeterminado,Indeterminado,Transecto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-T1,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 30.59"" N |74° 5' 36.07"" W","4° 45' 30.59""  N","74° 5' 36.07"" W",4.75883115961,-74.09418835984,WGS84,99.62554893000,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Bubulcus ibis,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Bubulcus,ibis,Especie,"Linnaeus, 1758",Garcilla Bueyera
CON-T1:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Transecto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-T1,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 30.59"" N |74° 5' 36.07"" W","4° 45' 30.59""  N","74° 5' 36.07"" W",4.75883115961,-74.09418835984,WGS84,99.62554893000,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Spinus spinescens,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,spinescens,Especie,"Bonaparte, 1850",Jilguero Andino
CON-T1:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Transecto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-T1,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 30.59"" N |74° 5' 36.07"" W","4° 45' 30.59""  N","74° 5' 36.07"" W",4.75883115961,-74.09418835984,WGS84,99.62554893000,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Tringa solitaria,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,solitaria,Especie,"A. Wilson, 1813",Andarríos Solitario
CON-P2:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Punto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-P2,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 33.01"" N |74° 5' 42.09"" W","4° 45' 33.01""  N","74° 5' 42.09"" W",4.759170022,-74.095025,WGS84,3,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Turdus fuscater,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,fuscater,Especie,"Orbigny & Lafresnaye, 1837",Mirla Patinaranja
CON-P2:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Punto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-P2,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 33.01"" N |74° 5' 42.09"" W","4° 45' 33.01""  N","74° 5' 42.09"" W",4.759170022,-74.095025,WGS84,3,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Contopus,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Contopus,,Género,,
CON-P2:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Punto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-P2,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 33.01"" N |74° 5' 42.09"" W","4° 45' 33.01""  N","74° 5' 42.09"" W",4.759170022,-74.095025,WGS84,3,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Coragyps atratus,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Coragyps,atratus,Especie,"Bechstein, 1793",Gallinazo Negro
CON-P2:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Punto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-P2,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 33.01"" N |74° 5' 42.09"" W","4° 45' 33.01""  N","74° 5' 42.09"" W",4.759170022,-74.095025,WGS84,3,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Vanellus chilensis,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,chilensis,Especie,"Molina, 1782",Pellar Teru-teru
CON-P2:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Punto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-P2,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 33.01"" N |74° 5' 42.09"" W","4° 45' 33.01""  N","74° 5' 42.09"" W",4.759170022,-74.095025,WGS84,3,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Zonotrichia capensis,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Zonotrichia,capensis,Especie,"P. L. Statius Müller, 1776",Gorrión Copetón
CON-P2:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Punto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-P2,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 33.01"" N |74° 5' 42.09"" W","4° 45' 33.01""  N","74° 5' 42.09"" W",4.759170022,-74.095025,WGS84,3,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Colibri coruscans,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Colibri,coruscans,Especie,"Gould, 1846",Colibrí Chillón
CON-P2:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Punto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-P2,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 33.01"" N |74° 5' 42.09"" W","4° 45' 33.01""  N","74° 5' 42.09"" W",4.759170022,-74.095025,WGS84,3,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Pheucticus aureoventris,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Pheucticus,aureoventris,Especie,"d'Orbigny & Lafresnaye, 1837",Picogordo Pechinegro
CON-P2:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Punto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-P2,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 33.01"" N |74° 5' 42.09"" W","4° 45' 33.01""  N","74° 5' 42.09"" W",4.759170022,-74.095025,WGS84,3,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Orochelidon murina,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Orochelidon,murina,Especie,"Cassin, 1853",Golondrina Plomiza
CON-P2:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Punto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-P2,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 33.01"" N |74° 5' 42.09"" W","4° 45' 33.01""  N","74° 5' 42.09"" W",4.759170022,-74.095025,WGS84,3,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Tyrannus melancholicus,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,melancholicus,Especie,"Vieillot, 1819",Sirirí Común
CON-P2:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Punto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-P2,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 33.01"" N |74° 5' 42.09"" W","4° 45' 33.01""  N","74° 5' 42.09"" W",4.759170022,-74.095025,WGS84,3,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Zenaida auriculata,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,auriculata,Especie,"Des Murs, 1847",Torcaza Naguiblanca
CON-P2:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Punto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-P2,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 33.01"" N |74° 5' 42.09"" W","4° 45' 33.01""  N","74° 5' 42.09"" W",4.759170022,-74.095025,WGS84,3,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Turdus fuscater,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,fuscater,Especie,"Orbigny & Lafresnaye, 1837",Mirla Patinaranja
CON-T2:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Transecto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-T2,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 33.01"" N |74° 5' 42.09"" W","4° 45' 33.01""  N","74° 5' 42.09"" W",4.75947317618,-74.09581540728,WGS84,94.33981132000,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Troglodytes aedon,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,aedon,Especie,"Vieillot, 1809",Cucarachero Común
CON-T2:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Transecto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-T2,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 33.01"" N |74° 5' 42.09"" W","4° 45' 33.01""  N","74° 5' 42.09"" W",4.75947317618,-74.09581540728,WGS84,94.33981132000,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Turdus fuscater,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,fuscater,Especie,"Orbigny & Lafresnaye, 1837",Mirla Patinaranja
CON-T2:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Transecto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-T2,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 33.01"" N |74° 5' 42.09"" W","4° 45' 33.01""  N","74° 5' 42.09"" W",4.75947317618,-74.09581540728,WGS84,94.33981132000,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Picoides fumigatus,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,fumigatus,Especie,"D Orbigny, 1840",Carpintero Pardo
CON-T2:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Transecto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-T2,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 33.01"" N |74° 5' 42.09"" W","4° 45' 33.01""  N","74° 5' 42.09"" W",4.75947317618,-74.09581540728,WGS84,94.33981132000,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Picoides fumigatus,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,fumigatus,Especie,"D Orbigny, 1840",Carpintero Pardo
CON-T2:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Transecto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-T2,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 33.01"" N |74° 5' 42.09"" W","4° 45' 33.01""  N","74° 5' 42.09"" W",4.75947317618,-74.09581540728,WGS84,94.33981132000,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Zonotrichia capensis,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Zonotrichia,capensis,Especie,"P. L. Statius Müller, 1776",Gorrión Copetón
CON-T2:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Transecto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-T2,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 33.01"" N |74° 5' 42.09"" W","4° 45' 33.01""  N","74° 5' 42.09"" W",4.75947317618,-74.09581540728,WGS84,94.33981132000,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Turdus fuscater,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,fuscater,Especie,"Orbigny & Lafresnaye, 1837",Mirla Patinaranja
CON-T2:2016-05-19,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,1,Indeterminado,Indeterminado,Transecto,4 horas por dos observadores,2016-05-19,6:30:00,Humedal de planicie confinado a zona urbana,Nublado,CON-T2,SA,Humedal La Conejera,"Localidad Suba, PEDH La Conejera",2550,2600,"4° 45' 33.01"" N |74° 5' 42.09"" W","4° 45' 33.01""  N","74° 5' 42.09"" W",4.75947317618,-74.09581540728,WGS84,94.33981132000,,Luisa Lagos | Julio Martinez |Raul Molina | Cristian Rincón,Synallaxis subpudica,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Synallaxis,subpudica,Especie,"P. L. Sclater, 1874",Chamicero Cundiboyacence
